customer_id,name,nationality,age_group,gender,segment,id_type,id_number,payment_preference,credit_score,credit_rating,monthly_income_qar,existing_loans,debt_to_income_ratio,emi_eligibility,max_emi_amount_qar,preferred_finance_bank,first_purchase_date,total_purchases,lifetime_value_qar,last_purchase_date,avg_purchase_value_qar,preferred_body_type,preferred_color,repurchase_interval_months,next_upgrade_prediction,contact_number,email,preferred_contact
1011,Anil Al-Hajri,Filipino,36-45,M,Government,Qatar ID,Q97705310,Cash,680,Fair,42600.0,1,0.1,True,14900.0,,2020-04-21,1,321100.0,2022-06-09,294000.0,Pickup,Pearl White,30,2024-11-25,+974 3806 1993,customer1011@gmail.com,WhatsApp
1012,Aisha Malik,Qatari,36-45,F,Individual,Qatar ID,Q11980765,Cash,761,Excellent,61200.0,1,0.29,True,21400.0,,2018-02-14,1,262000.0,2018-12-19,265000.0,Sedan,Silver,30,2021-06-06,+974 3764 4872,customer1012@hotmail.com,WhatsApp
1013,Imran Lopez,Indian,26-35,M,Individual,Passport,Q30776478,Lease,655,Fair,12300.0,1,0.21,True,4300.0,Doha Bank,2017-12-22,2,300000.0,2023-01-28,133000.0,Pickup,Black,36,2026-01-12,+974 5430 4566,customer1013@gmail.com,Call
1014,Imran Shah,Filipino,36-45,M,Individual,Passport,Q64193837,Cash,612,Poor,17400.0,0,0.58,False,0.0,,2024-07-24,5,630800.0,2024-09-20,125000.0,SUV,White,33,2027-06-07,+974 3982 5033,customer1014@gmail.com,WhatsApp
1015,Juan Al-Dosari,Egyptian,26-35,M,Corporate,Qatar ID,Q11250299,Cash,793,Excellent,31000.0,0,0.2,True,10800.0,,2022-07-06,1,222600.0,2023-11-06,209000.0,SUV,Black,30,2026-04-24,+974 6754 2638,customer1015@hotmail.com,WhatsApp
1016,Mohammed Siddiqui,Bangladeshi,46-55,M,Government,Passport,Q50181935,Cash,739,Good,22700.0,0,0.44,True,7900.0,,2016-10-08,5,1585100.0,2022-11-11,323000.0,Pickup,Green,33,2025-07-28,+974 3848 3200,customer1016@hotmail.com,Email
1017,Aisha Al-Naimi,Qatari,26-35,F,Individual,Qatar ID,Q95132217,Cash,691,Fair,6200.0,0,0.33,True,2200.0,,2022-09-16,1,320400.0,2024-03-09,308000.0,SUV,Beige,30,2026-08-26,+974 6469 5533,customer1017@hotmail.com,WhatsApp
1018,Suresh Siddiqui,Sri Lankan,36-45,M,Individual,Qatar ID,Q29876811,Finance,646,Fair,30300.0,2,0.57,False,0.0,Ahli Bank,2021-04-16,1,174000.0,2021-09-17,204000.0,Pickup,White,12,2022-09-12,+974 4044 1685,customer1018@gmail.com,Email
1019,Priya Sharma,Jordanian,26-35,F,Government,Qatar ID,Q33763566,Cash,637,Fair,14900.0,0,0.54,False,0.0,,2016-02-26,1,153900.0,2022-06-07,161000.0,SUV,Black,20,2024-01-28,+974 6377 1406,customer1019@hotmail.com,Email
1020,Sana Smith,Indian,46-55,F,Corporate,Qatar ID,Q50962024,Cash,730,Good,35000.0,0,0.26,True,12200.0,,2016-10-14,2,254200.0,2017-12-30,117000.0,SUV,Silver,25,2020-01-19,+974 4864 4652,customer1020@hotmail.com,WhatsApp
1021,John Reddy,Jordanian,26-35,M,Fleet,Qatar ID,Q15134794,Finance,659,Fair,41000.0,2,0.23,True,14300.0,Commercial Bank Qatar,2019-06-26,1,203400.0,2025-06-30,193000.0,SUV,Bronze,18,2026-12-22,+974 7887 8119,customer1021@gmail.com,Call
1022,Tariq Singh,Other,46-55,M,Individual,Company CR,Q58884978,Cash,799,Excellent,58300.0,1,0.34,True,20400.0,,2015-07-01,1,115800.0,2015-07-07,109000.0,Sedan,Black,39,2018-09-19,+974 6533 2146,customer1022@gmail.com,Email
1023,Pradeep Patel,Egyptian,55+,M,Individual,Passport,Q92613013,Cash,770,Excellent,68800.0,0,0.43,True,24100.0,,2022-06-24,1,123500.0,2024-09-25,127000.0,Pickup,White,34,2027-07-12,+974 7662 5930,customer1023@gmail.com,Call
1024,Tariq Sharma,Qatari,36-45,M,Government,Qatar ID,Q98429450,Cash,731,Good,36100.0,1,0.33,True,12600.0,,2019-12-15,2,442200.0,2022-05-08,225000.0,Sedan,Blue,20,2023-12-29,+974 3694 5649,customer1024@gmail.com,Call
1025,Arjun Chaudhry,American,36-45,M,Corporate,Qatar ID,Q36096655,Cash,681,Fair,22100.0,1,0.18,True,7700.0,,2017-03-26,5,599100.0,2017-10-01,134000.0,SUV,Titanium Grey,32,2020-05-18,+974 6145 9099,customer1025@gmail.com,WhatsApp
1026,James Al-Khaldi,Lebanese,46-55,M,Government,Passport,Q72363359,Finance,869,Excellent,22500.0,3,0.33,True,7900.0,Masraf Al Rayan,2017-06-15,4,1162800.0,2025-04-04,322000.0,SUV,White,26,2027-05-24,+974 6625 9270,customer1026@gmail.com,Email
1027,Asif Ahmed,Qatari,36-45,M,Government,Qatar ID,Q41473195,Finance,827,Excellent,55000.0,3,0.32,True,19200.0,Qatar Islamic Bank,2024-06-02,5,411300.0,2025-11-17,79000.0,SUV,Pearl White,21,2027-08-09,+974 5751 6238,customer1027@gmail.com,WhatsApp
1028,Asif Al-Kuwari,Indian,26-35,M,Individual,Passport,Q87267850,Cash,789,Excellent,30500.0,0,0.08,True,10700.0,,2018-09-17,4,899400.0,2023-05-17,222000.0,Sedan,Pearl White,34,2026-03-02,+974 6116 8814,customer1028@hotmail.com,WhatsApp
1029,Sarah Wilson,Jordanian,36-45,F,Fleet,Qatar ID,Q32151928,Finance,562,Poor,47900.0,0,0.17,False,0.0,Arab Bank,2021-02-14,1,194000.0,2026-02-26,178000.0,SUV,Pearl White,38,2029-04-11,+974 4045 9751,customer1029@hotmail.com,WhatsApp
1030,Pradeep Khan,Qatari,26-35,M,Corporate,Qatar ID,Q66581473,Cash,667,Fair,41100.0,2,0.17,True,14400.0,,2015-07-25,3,311800.0,2019-03-26,112000.0,SUV,Graphite Grey,38,2022-05-09,+974 5066 2341,customer1030@gmail.com,Call
1031,David Al-Attiyah,Nepali,18-25,M,Individual,Qatar ID,Q85694715,Lease,671,Fair,12700.0,0,0.19,True,4400.0,Doha Bank,2015-06-14,3,339000.0,2026-02-05,105000.0,Sedan,Black,21,2027-10-28,+974 6809 5198,customer1031@gmail.com,WhatsApp
1032,Ali Al-Dosari,Filipino,46-55,M,Individual,Company CR,Q89470029,Lease,640,Fair,52300.0,1,0.37,True,18300.0,Doha Bank,2016-03-18,7,1812800.0,2019-09-16,253000.0,Crossover,Pearl White,32,2022-05-03,+974 3834 5941,customer1032@gmail.com,Call
1033,Suresh Reyes,Other,26-35,M,Government,Qatar ID,Q30534124,Cash,728,Good,15800.0,0,0.06,True,5500.0,,2019-02-26,2,141100.0,2022-12-24,81000.0,SUV,Silver,35,2025-11-08,+974 6567 3885,customer1033@gmail.com,Email
1034,Yusuf Reyes,American,36-45,M,Corporate,Passport,Q86483924,Cash,770,Excellent,21000.0,1,0.52,False,0.0,,2023-03-14,3,471700.0,2025-01-02,153000.0,Sedan,White,34,2027-10-19,+974 7999 7209,customer1034@gmail.com,WhatsApp
1035,Arjun Lopez,Indian,26-35,M,Individual,Qatar ID,Q84514489,Cash,676,Fair,39800.0,1,0.36,True,13900.0,,2021-09-07,4,432600.0,2023-03-26,102000.0,Pickup,White,28,2025-07-13,+974 4968 8800,customer1035@gmail.com,WhatsApp
1036,Sarah Smith,Qatari,36-45,F,Individual,Qatar ID,Q70900658,Cash,657,Fair,48100.0,2,0.34,True,16800.0,,2021-07-10,2,351600.0,2024-08-16,183000.0,SUV,Graphite Grey,28,2026-12-04,+974 5219 6023,customer1036@hotmail.com,WhatsApp
1037,Saad Al-Subaie,Qatari,46-55,M,Corporate,Qatar ID,Q36054020,Cash,806,Excellent,44300.0,2,0.45,True,15500.0,,2017-06-05,3,324700.0,2020-07-11,101000.0,Van,Silver,23,2022-06-01,+974 5426 4727,customer1037@gmail.com,WhatsApp
1038,David Garcia,Qatari,18-25,M,Individual,Qatar ID,Q69118721,Cash,766,Excellent,59300.0,1,0.32,True,20800.0,,2016-06-01,4,687300.0,2024-11-09,165000.0,Sedan,Silver,28,2027-02-27,+974 5791 4020,customer1038@gmail.com,WhatsApp
1039,Priya Al-Attiyah,Qatari,36-45,F,Individual,Qatar ID,Q84903294,Finance,674,Fair,14300.0,0,0.5,False,0.0,Ahli Bank,2022-09-12,3,475500.0,2023-07-14,183000.0,Crossover,White,15,2024-10-06,+974 7966 4697,customer1039@gmail.com,WhatsApp
1040,Sunita Al-Naimi,Qatari,36-45,F,Corporate,Qatar ID,Q31079846,Finance,700,Good,10100.0,1,0.1,True,3500.0,Doha Bank,2015-09-04,2,330500.0,2023-12-22,160000.0,Sedan,Black,30,2026-06-09,+974 4423 2229,customer1040@hotmail.com,WhatsApp
1041,Juan Singh,Indian,26-35,M,Individual,Passport,Q67061186,Cash,688,Fair,63500.0,0,0.56,False,0.0,,2024-08-21,1,102600.0,2025-04-17,104000.0,Sedan,Black,29,2027-09-04,+974 3940 9922,customer1041@hotmail.com,WhatsApp
1042,Pradeep Khan,Qatari,46-55,M,Individual,Qatar ID,Q77172238,Finance,807,Excellent,56900.0,4,0.29,False,0.0,Arab Bank,2024-03-30,2,1096300.0,2025-01-19,537000.0,SUV,Pearl White,34,2027-11-05,+974 6586 2317,customer1042@gmail.com,Email
1043,Layla Garcia,Egyptian,26-35,F,Individual,Qatar ID,Q79654147,Finance,609,Poor,21100.0,0,0.6,False,0.0,Arab Bank,2024-08-25,2,562400.0,2024-09-15,275000.0,Pickup,White,14,2025-11-09,+974 5278 3973,customer1043@gmail.com,WhatsApp
1044,Maria Al-Marri,Sri Lankan,36-45,F,Individual,Qatar ID,Q71045700,Cash,817,Excellent,22400.0,0,0.28,True,7800.0,,2016-03-04,1,122900.0,2019-11-14,111000.0,SUV,Black,25,2021-12-03,+974 3721 6153,customer1044@hotmail.com,WhatsApp
1045,Aisha Kumar,Jordanian,18-25,F,Government,Qatar ID,Q45843681,Finance,799,Excellent,33100.0,1,0.34,True,11600.0,QIIB,2020-03-07,2,508400.0,2022-04-14,261000.0,Pickup,Silver,41,2025-08-26,+974 5359 8178,customer1045@gmail.com,WhatsApp
1046,Muhammad Al-Mulla,Egyptian,46-55,M,Government,Company CR,Q76890827,Cash,659,Fair,23600.0,0,0.17,True,8300.0,,2015-02-26,2,229500.0,2016-03-13,113000.0,Sedan,White,42,2019-08-25,+974 5390 9337,customer1046@gmail.com,WhatsApp
1047,Juan Ali,Indian,26-35,M,Individual,Qatar ID,Q45859307,Cash,703,Good,9000.0,1,0.53,False,0.0,,2021-09-21,2,170400.0,2022-06-27,85000.0,SUV,Graphite Grey,17,2023-11-19,+974 3021 5634,customer1047@gmail.com,Call
1048,Yusuf Chaudhry,Egyptian,36-45,M,Government,Company CR,Q61401477,Cash,704,Good,27800.0,2,0.26,True,9700.0,,2018-09-23,3,466100.0,2024-10-26,153000.0,Crossover,Titanium Grey,46,2028-08-06,+974 4913 7730,customer1048@hotmail.com,Call
1049,Anil Cruz,American,36-45,M,Individual,Qatar ID,Q23383077,Finance,664,Fair,38400.0,1,0.12,True,13400.0,Arab Bank,2016-09-15,3,440400.0,2017-02-13,147000.0,Crossover,Pearl White,29,2019-07-03,+974 3125 3361,customer1049@gmail.com,Call
1050,Asif Lopez,Indian,26-35,M,Fleet,Qatar ID,Q82613940,Finance,828,Excellent,39300.0,1,0.52,False,0.0,Qatar National Bank,2022-04-15,2,209800.0,2024-02-16,120000.0,Sedan,Pearl White,28,2026-06-05,+974 3560 4846,customer1050@gmail.com,Email
1051,Kavya Smith,Filipino,18-25,F,Individual,Passport,Q60310319,Finance,676,Fair,43800.0,0,0.43,True,15300.0,Ahli Bank,2024-10-14,6,676000.0,2025-01-07,128000.0,Crossover,White,24,2026-12-28,+974 4192 5000,customer1051@gmail.com,Call
1052,Sunita Al-Thani,Qatari,46-55,F,Individual,Qatar ID,Q72445234,Finance,631,Fair,45400.0,2,0.13,True,15900.0,Qatar Islamic Bank,2017-09-13,4,475700.0,2024-03-28,119000.0,SUV,White,39,2027-06-11,+974 7477 3588,customer1052@hotmail.com,Email
1053,Emma Chaudhry,Qatari,36-45,F,Fleet,Qatar ID,Q49711319,Cash,766,Excellent,36400.0,2,0.52,False,0.0,,2018-05-22,3,324800.0,2022-09-13,119000.0,SUV,Pearl White,22,2024-07-04,+974 5418 1359,customer1053@gmail.com,Call
1054,Ali Reddy,Pakistani,46-55,M,Corporate,Qatar ID,Q98473848,Cash,662,Fair,18600.0,3,0.48,True,6500.0,,2021-10-19,8,575400.0,2023-05-28,67000.0,SUV,Graphite Grey,37,2026-06-11,+974 4120 2591,customer1054@gmail.com,Call
1055,Michael Ali,Indian,46-55,M,Corporate,Company CR,Q46578001,Cash,705,Good,21500.0,3,0.15,True,7500.0,,2018-04-23,4,1342400.0,2022-12-19,354000.0,SUV,Silver,30,2025-06-06,+974 4347 5210,customer1055@gmail.com,Email
1056,Maria Johnson,Qatari,46-55,F,Government,Qatar ID,Q22120246,Cash,817,Excellent,23600.0,0,0.52,False,0.0,,2015-11-05,2,223100.0,2018-05-17,125000.0,Sedan,Red,34,2021-03-02,+974 6232 1228,customer1056@hotmail.com,WhatsApp
1057,William Mehta,Filipino,36-45,M,Individual,Qatar ID,Q96926431,Finance,610,Poor,77000.0,1,0.31,True,27000.0,Commercial Bank Qatar,2019-03-02,5,626600.0,2021-10-14,142000.0,Pickup,Blue,36,2024-09-28,+974 6803 5951,customer1057@gmail.com,WhatsApp
1058,Robert Taylor,Qatari,26-35,M,Fleet,Qatar ID,Q88831486,Cash,632,Fair,41100.0,2,0.25,True,14400.0,,2021-01-10,1,264500.0,2023-07-28,297000.0,Crossover,Black,33,2026-04-13,+974 4265 7797,customer1058@gmail.com,Call
1059,Suresh Al-Hajri,Bangladeshi,36-45,M,Individual,Company CR,Q63437398,Cash,709,Good,8500.0,3,0.1,True,3000.0,,2019-12-27,1,130500.0,2024-01-20,115000.0,Pickup,Silver,42,2027-07-03,+974 5260 4109,customer1059@gmail.com,Email
1060,Maria Kumar,Qatari,36-45,F,Individual,Qatar ID,Q88703005,Lease,768,Excellent,21200.0,2,0.59,False,0.0,Doha Bank,2015-07-27,1,240000.0,2018-04-19,221000.0,Sedan,White,29,2020-09-05,+974 4908 6383,customer1060@gmail.com,Call
1061,Ravi Shah,Qatari,55+,M,Fleet,Qatar ID,Q89034501,Finance,621,Fair,18700.0,0,0.53,False,0.0,Masraf Al Rayan,2023-12-15,3,785000.0,2025-10-21,290000.0,SUV,Pearl White,38,2028-12-04,+974 3129 3854,customer1061@hotmail.com,WhatsApp
1062,Juan Hussain,Qatari,36-45,M,Individual,Qatar ID,Q50484137,Cash,812,Excellent,22800.0,1,0.17,True,8000.0,,2021-08-28,3,156200.0,2024-06-24,59000.0,Pickup,Black,27,2026-09-12,+974 6752 1510,customer1062@hotmail.com,WhatsApp
1063,Rajesh Brown,Filipino,55+,M,Individual,Qatar ID,Q90180577,Cash,760,Excellent,35300.0,0,0.09,True,12400.0,,2015-11-27,1,290600.0,2017-07-26,307000.0,SUV,Black,28,2019-11-13,+974 7346 5831,customer1063@gmail.com,Call
1064,Arjun Al-Subaie,Filipino,36-45,M,Government,Qatar ID,Q51949529,Finance,755,Excellent,28000.0,4,0.3,False,0.0,Ahli Bank,2023-01-31,1,152000.0,2025-06-29,137000.0,SUV,Pearl White,35,2028-05-14,+974 5560 5176,customer1064@gmail.com,WhatsApp
1065,Sarah Al-Attiyah,Qatari,18-25,F,Government,Qatar ID,Q65137801,Cash,782,Excellent,94100.0,1,0.36,True,32900.0,,2023-04-15,1,198100.0,2024-01-06,206000.0,Pickup,Silver,31,2026-07-24,+974 5896 7929,customer1065@gmail.com,Call
1066,Priya Santos,Egyptian,36-45,F,Individual,Qatar ID,Q85291541,Cash,828,Excellent,25300.0,1,0.24,True,8900.0,,2022-05-13,2,590800.0,2022-12-20,297000.0,Pickup,White,35,2025-11-04,+974 7560 1430,customer1066@gmail.com,Call
1067,Muhammad Al-Kuwari,Qatari,46-55,M,Individual,Qatar ID,Q22315507,Lease,551,Poor,47500.0,0,0.36,False,0.0,Doha Bank,2018-12-08,1,127800.0,2020-07-16,150000.0,SUV,White,13,2021-08-10,+974 6081 7878,customer1067@gmail.com,WhatsApp
1068,William Cruz,Indian,36-45,M,Fleet,Qatar ID,Q65590800,Finance,688,Fair,36800.0,0,0.08,True,12900.0,Qatar Islamic Bank,2016-09-29,7,395700.0,2023-09-03,63000.0,SUV,Pearl White,35,2026-07-19,+974 4765 9394,customer1068@hotmail.com,WhatsApp
1069,Ibrahim Ahmed,Egyptian,36-45,M,Individual,Qatar ID,Q54039837,Cash,805,Excellent,39500.0,2,0.05,True,13800.0,,2019-06-07,5,1351500.0,2020-01-17,236000.0,SUV,White,26,2022-03-07,+974 3982 1126,customer1069@gmail.com,WhatsApp
1070,Arjun Chaudhry,Pakistani,36-45,M,Individual,Qatar ID,Q64280720,Finance,637,Fair,31700.0,1,0.29,True,11100.0,Ahli Bank,2018-12-21,1,136800.0,2019-06-12,157000.0,SUV,White,19,2021-01-02,+974 5371 2887,customer1070@gmail.com,Email
1071,Tariq Abdullah,Nepali,36-45,M,Individual,Passport,Q39738898,Cash,728,Good,7000.0,0,0.29,True,2400.0,,2019-11-24,6,1238000.0,2022-08-16,187000.0,SUV,White,20,2024-04-07,+974 5728 3754,customer1071@hotmail.com,Call
1072,Omar Al-Dosari,Qatari,26-35,M,Government,Qatar ID,Q33776150,Lease,792,Excellent,61900.0,3,0.11,True,21700.0,Arab Bank,2022-03-28,1,202500.0,2023-07-24,185000.0,SUV,White,30,2026-01-09,+974 6800 8354,customer1072@gmail.com,Email
1073,Abdullah Hassan,Other,55+,M,Individual,Qatar ID,Q71974027,Cash,606,Poor,12700.0,1,0.4,True,4400.0,,2019-12-07,4,484000.0,2024-11-21,139000.0,Sedan,Black,32,2027-07-09,+974 6702 1616,customer1073@hotmail.com,Call
1074,David Ali,Jordanian,36-45,M,Government,Qatar ID,Q30248230,Cash,713,Good,30700.0,2,0.3,True,10700.0,,2020-03-10,2,221200.0,2020-08-25,108000.0,Sedan,Black,44,2024-04-06,+974 3506 8381,customer1074@hotmail.com,Email
1075,Arjun Abdullah,Filipino,26-35,M,Individual,Qatar ID,Q90246882,Cash,784,Excellent,47300.0,1,0.34,True,16600.0,,2019-11-29,2,406100.0,2025-10-14,177000.0,SUV,Pearl White,29,2028-03-02,+974 3428 6482,customer1075@hotmail.com,WhatsApp
1076,Muhammad Wilson,Qatari,36-45,M,Corporate,Qatar ID,Q27307598,Lease,778,Excellent,21200.0,0,0.37,True,7400.0,Commercial Bank Qatar,2024-10-16,1,307000.0,2024-11-26,343000.0,SUV,Pearl White,25,2026-12-16,+974 5536 7171,customer1076@gmail.com,WhatsApp
1077,Rajesh Lopez,Filipino,55+,M,Fleet,Company CR,Q35770506,Lease,775,Excellent,43800.0,0,0.33,True,15300.0,Doha Bank,2016-01-18,1,71000.0,2020-10-17,68000.0,SUV,Pearl White,26,2022-12-06,+974 4126 3538,customer1077@hotmail.com,Call
1078,Bilal Sharma,British,46-55,M,Government,Passport,Q68743530,Cash,803,Excellent,46200.0,3,0.12,True,16200.0,,2018-10-11,2,284900.0,2025-09-15,128000.0,SUV,White,30,2028-03-03,+974 3357 7731,customer1078@gmail.com,Call
1079,Sana Reyes,Egyptian,46-55,F,Corporate,Passport,Q47818761,Cash,773,Excellent,23000.0,4,0.55,False,0.0,,2017-09-06,1,152700.0,2022-12-10,162000.0,SUV,Black,14,2024-02-03,+974 6128 9239,customer1079@gmail.com,Email
1080,Layla Khan,American,26-35,F,Individual,Qatar ID,Q70306604,Finance,544,Poor,25100.0,0,0.11,False,0.0,QIIB,2024-10-20,2,548000.0,2026-02-10,285000.0,Sedan,Titanium Grey,27,2028-04-30,+974 6583 2502,customer1080@gmail.com,WhatsApp
1081,Muhammad Abdullah,Indian,18-25,M,Individual,Passport,Q29602406,Cash,741,Good,40600.0,1,0.26,True,14200.0,,2017-08-23,1,90800.0,2018-07-23,94000.0,SUV,Blue,25,2020-08-11,+974 4127 1627,customer1081@hotmail.com,Call
1082,Michael Santos,Qatari,36-45,M,Corporate,Qatar ID,Q24923247,Cash,703,Good,17200.0,0,0.51,False,0.0,,2015-11-21,3,333700.0,2018-04-22,130000.0,Pickup,Black,23,2020-03-12,+974 5360 4893,customer1082@gmail.com,WhatsApp
1083,William Smith,British,26-35,M,Individual,Qatar ID,Q42287985,Lease,644,Fair,27800.0,1,0.33,True,9700.0,Ahli Bank,2021-09-10,1,79900.0,2025-03-27,79000.0,SUV,White,12,2026-03-22,+974 4534 2402,customer1083@gmail.com,WhatsApp
1084,Mariam Smith,Pakistani,36-45,F,Government,Qatar ID,Q42363373,Cash,796,Excellent,43000.0,2,0.26,True,15000.0,,2024-10-17,1,209100.0,2025-09-07,211000.0,SUV,Graphite Grey,23,2027-07-29,+974 3849 6447,customer1084@hotmail.com,WhatsApp
1085,Ahmed Singh,Egyptian,36-45,M,Government,Qatar ID,Q15624520,Lease,662,Fair,99300.0,0,0.08,True,34800.0,Masraf Al Rayan,2020-05-14,1,128900.0,2021-11-17,124000.0,Sedan,Pearl White,25,2023-12-07,+974 5540 9444,customer1085@gmail.com,Call
1086,Pradeep Cruz,Qatari,26-35,M,Corporate,Qatar ID,Q61894582,Finance,675,Fair,27300.0,1,0.2,True,9600.0,Masraf Al Rayan,2015-07-15,2,552700.0,2019-04-04,249000.0,Sedan,Pearl White,35,2022-02-17,+974 4530 9129,customer1086@gmail.com,WhatsApp
1087,Kavya Cruz,Qatari,36-45,F,Individual,Qatar ID,Q90882505,Cash,550,Poor,17200.0,0,0.23,False,0.0,,2024-03-22,1,315500.0,2025-01-16,349000.0,SUV,Black,20,2026-09-08,+974 6490 3730,customer1087@gmail.com,WhatsApp
1088,Hassan Al-Kuwari,Jordanian,55+,M,Individual,Passport,Q29163535,Cash,667,Fair,17600.0,3,0.42,True,6200.0,,2023-11-16,1,108900.0,2024-01-31,96000.0,SUV,Silver,25,2026-02-19,+974 7977 8179,customer1088@hotmail.com,WhatsApp
1089,Olivia Ibrahim,Indian,36-45,F,Individual,Qatar ID,Q97182566,Finance,712,Good,16600.0,1,0.25,True,5800.0,Qatar Islamic Bank,2022-08-13,2,543700.0,2024-09-10,276000.0,Sedan,Silver,27,2026-11-29,+974 5044 2858,customer1089@hotmail.com,WhatsApp
1090,Abdullah Cruz,Bangladeshi,46-55,M,Individual,Qatar ID,Q33173544,Finance,786,Excellent,21700.0,0,0.43,True,7600.0,Arab Bank,2017-05-28,2,301000.0,2020-08-09,131000.0,Van,White,22,2022-05-31,+974 3719 6236,customer1090@gmail.com,Call
1091,Omar Shah,Qatari,26-35,M,Individual,Qatar ID,Q76306502,Finance,735,Good,27300.0,0,0.33,True,9600.0,Qatar National Bank,2022-11-08,3,196800.0,2024-11-17,63000.0,SUV,White,29,2027-04-06,+974 5956 7044,customer1091@gmail.com,Email
1092,James Reyes,Lebanese,36-45,M,Individual,Passport,Q79438885,Finance,609,Poor,21800.0,0,0.5,False,0.0,Masraf Al Rayan,2020-05-14,1,130000.0,2024-12-16,129000.0,SUV,Red,24,2026-12-06,+974 4051 3981,customer1092@gmail.com,WhatsApp
1093,Abdullah Reddy,Jordanian,36-45,M,Government,Qatar ID,Q36347197,Cash,767,Excellent,33300.0,2,0.17,True,11700.0,,2016-10-25,1,44500.0,2024-10-08,47000.0,Crossover,Silver,27,2026-12-27,+974 7512 5496,customer1093@hotmail.com,WhatsApp
1094,Abdullah Al-Marri,Pakistani,55+,M,Individual,Passport,Q96094462,Cash,675,Fair,36000.0,1,0.24,True,12600.0,,2022-05-22,4,468900.0,2025-10-12,113000.0,Crossover,White,29,2028-02-29,+974 7724 5336,customer1094@gmail.com,Call
1095,Arjun Garcia,Egyptian,36-45,M,Individual,Qatar ID,Q72336371,Cash,660,Fair,19700.0,1,0.27,True,6900.0,,2018-05-22,2,515300.0,2026-01-25,259000.0,SUV,Black,19,2027-08-18,+974 4671 6573,customer1095@gmail.com,WhatsApp
1096,Khalid Al-Hajri,Filipino,55+,M,Government,Qatar ID,Q48951595,Cash,713,Good,11600.0,1,0.23,True,4100.0,,2019-02-26,2,259200.0,2020-05-05,129000.0,SUV,White,34,2023-02-19,+974 6146 7850,customer1096@hotmail.com,Email
